-3.0 	 1.0 	 -9999.98888
-3.0 	 1.2 	 -9999.87618
-3.0 	 1.4 	 -9999.06714
-3.0 	 1.6 	 -9996.75864
-3.0 	 1.8 	 -9992.14392
-3.0 	 2.0 	 -9981.89174
-3.0 	 2.2 	 -9964.75192
-3.0 	 2.4 	 -9940.01132
-3.0 	 2.6 	 -9901.92892
-3.0 	 2.8 	 -9852.23108
-3.0 	 3.0 	 -9790.69214
-3.0 	 3.2 	 -9716.27394
-3.0 	 3.4 	 -9632.31738
-3.0 	 3.6 	 -9515.61978
-3.0 	 3.8 	 -9396.79918
-3.0 	 4.0 	 -9264.4001
-3.0 	 4.2 	 -9114.86906
-3.0 	 4.4 	 -8961.5127
-3.0 	 4.6 	 -8781.26688
-3.0 	 4.8 	 -8613.02458
-3.0 	 5.0 	 -8420.10938
-3.0 	 5.2 	 -8231.97194
-3.0 	 5.4 	 -8013.9443
-3.0 	 5.6 	 -7824.65954
-3.0 	 5.8 	 -7620.74062
-3.0 	 6.0 	 -7413.97432
-2.8 	 1.0 	 -9999.9666
-2.8 	 1.2 	 -9999.49258
-2.8 	 1.4 	 -9998.8915
-2.8 	 1.6 	 -9995.77504
-2.8 	 1.8 	 -9989.60836
-2.8 	 2.0 	 -9977.76096
-2.8 	 2.2 	 -9956.65134
-2.8 	 2.4 	 -9927.28812
-2.8 	 2.6 	 -9884.21206
-2.8 	 2.8 	 -9829.62434
-2.8 	 3.0 	 -9761.26814
-2.8 	 3.2 	 -9673.36956
-2.8 	 3.4 	 -9569.85154
-2.8 	 3.6 	 -9451.34954
-2.8 	 3.8 	 -9323.08834
-2.8 	 4.0 	 -9168.05266
-2.8 	 4.2 	 -8995.12504
-2.8 	 4.4 	 -8841.19056
-2.8 	 4.6 	 -8645.19148
-2.8 	 4.8 	 -8445.27076
-2.8 	 5.0 	 -8243.89536
-2.8 	 5.2 	 -8030.2662
-2.8 	 5.4 	 -7820.17246
-2.8 	 5.6 	 -7604.64648
-2.8 	 5.8 	 -7400.3931
-2.8 	 6.0 	 -7179.34502
-2.6 	 1.0 	 -9999.95006
-2.6 	 1.2 	 -9999.6944
-2.6 	 1.4 	 -9998.70134
-2.6 	 1.6 	 -9994.64052
-2.6 	 1.8 	 -9987.1356
-2.6 	 2.0 	 -9971.56056
-2.6 	 2.2 	 -9948.02174
-2.6 	 2.4 	 -9914.32062
-2.6 	 2.6 	 -9863.41686
-2.6 	 2.8 	 -9799.79172
-2.6 	 3.0 	 -9714.82486
-2.6 	 3.2 	 -9625.24412
-2.6 	 3.4 	 -9501.91138
-2.6 	 3.6 	 -9378.06306
-2.6 	 3.8 	 -9224.9436
-2.6 	 4.0 	 -9060.2471
-2.6 	 4.2 	 -8871.01012
-2.6 	 4.4 	 -8688.13576
-2.6 	 4.6 	 -8485.38486
-2.6 	 4.8 	 -8269.4584
-2.6 	 5.0 	 -8046.5608
-2.6 	 5.2 	 -7824.7979
-2.6 	 5.4 	 -7610.2718
-2.6 	 5.6 	 -7370.91212
-2.6 	 5.8 	 -7129.29388
-2.6 	 6.0 	 -6929.08686
-2.4 	 1.0 	 -9999.95676
-2.4 	 1.2 	 -9999.60298
-2.4 	 1.4 	 -9997.95226
-2.4 	 1.6 	 -9993.73596
-2.4 	 1.8 	 -9982.76016
-2.4 	 2.0 	 -9964.49962
-2.4 	 2.2 	 -9937.70812
-2.4 	 2.4 	 -9896.43618
-2.4 	 2.6 	 -9841.17056
-2.4 	 2.8 	 -9768.42524
-2.4 	 3.0 	 -9669.41824
-2.4 	 3.2 	 -9560.89752
-2.4 	 3.4 	 -9423.60714
-2.4 	 3.6 	 -9273.54028
-2.4 	 3.8 	 -9105.3692
-2.4 	 4.0 	 -8934.94918
-2.4 	 4.2 	 -8720.61942
-2.4 	 4.4 	 -8517.52822
-2.4 	 4.6 	 -8287.23402
-2.4 	 4.8 	 -8053.47076
-2.4 	 5.0 	 -7829.17772
-2.4 	 5.2 	 -7589.12466
-2.4 	 5.4 	 -7343.68568
-2.4 	 5.6 	 -7077.88158
-2.4 	 5.8 	 -6883.839
-2.4 	 6.0 	 -6653.94886
-2.2 	 1.0 	 -9999.99284
-2.2 	 1.2 	 -9999.3809
-2.2 	 1.4 	 -9997.17876
-2.2 	 1.6 	 -9991.2028
-2.2 	 1.8 	 -9978.98328
-2.2 	 2.0 	 -9956.45484
-2.2 	 2.2 	 -9921.24948
-2.2 	 2.4 	 -9873.72572
-2.2 	 2.6 	 -9810.51046
-2.2 	 2.8 	 -9725.82678
-2.2 	 3.0 	 -9615.10398
-2.2 	 3.2 	 -9483.04256
-2.2 	 3.4 	 -9339.77
-2.2 	 3.6 	 -9169.93046
-2.2 	 3.8 	 -8983.01874
-2.2 	 4.0 	 -8768.80228
-2.2 	 4.2 	 -8552.53662
-2.2 	 4.4 	 -8310.78774
-2.2 	 4.6 	 -8065.5742
-2.2 	 4.8 	 -7837.55318
-2.2 	 5.0 	 -7562.61698
-2.2 	 5.2 	 -7297.75722
-2.2 	 5.4 	 -7064.14978
-2.2 	 5.6 	 -6796.89128
-2.2 	 5.8 	 -6529.87088
-2.2 	 6.0 	 -6318.94626
-2.0 	 1.0 	 -9999.8622
-2.0 	 1.2 	 -9999.16322
-2.0 	 1.4 	 -9996.28412
-2.0 	 1.6 	 -9987.8658
-2.0 	 1.8 	 -9973.15742
-2.0 	 2.0 	 -9948.31836
-2.0 	 2.2 	 -9907.27326
-2.0 	 2.4 	 -9848.9394
-2.0 	 2.6 	 -9770.11658
-2.0 	 2.8 	 -9670.48566
-2.0 	 3.0 	 -9545.55366
-2.0 	 3.2 	 -9400.06938
-2.0 	 3.4 	 -9230.09782
-2.0 	 3.6 	 -9033.83228
-2.0 	 3.8 	 -8823.59704
-2.0 	 4.0 	 -8589.83908
-2.0 	 4.2 	 -8327.27378
-2.0 	 4.4 	 -8067.07118
-2.0 	 4.6 	 -7827.09242
-2.0 	 4.8 	 -7543.09712
-2.0 	 5.0 	 -7274.05436
-2.0 	 5.2 	 -7006.32488
-2.0 	 5.4 	 -6718.3714
-2.0 	 5.6 	 -6455.0291
-2.0 	 5.8 	 -6192.67338
-2.0 	 6.0 	 -5951.015
-1.8 	 1.0 	 -9999.85986
-1.8 	 1.2 	 -9998.91298
-1.8 	 1.4 	 -9994.481
-1.8 	 1.6 	 -9986.28854
-1.8 	 1.8 	 -9966.64932
-1.8 	 2.0 	 -9931.8997
-1.8 	 2.2 	 -9888.4973
-1.8 	 2.4 	 -9818.0706
-1.8 	 2.6 	 -9724.28846
-1.8 	 2.8 	 -9610.28126
-1.8 	 3.0 	 -9461.48032
-1.8 	 3.2 	 -9307.62706
-1.8 	 3.4 	 -9101.16384
-1.8 	 3.6 	 -8870.87092
-1.8 	 3.8 	 -8633.96618
-1.8 	 4.0 	 -8375.10798
-1.8 	 4.2 	 -8092.1291
-1.8 	 4.4 	 -7797.91704
-1.8 	 4.6 	 -7519.72434
-1.8 	 4.8 	 -7221.26518
-1.8 	 5.0 	 -6904.03646
-1.8 	 5.2 	 -6656.07886
-1.8 	 5.4 	 -6362.40884
-1.8 	 5.6 	 -6064.32906
-1.8 	 5.8 	 -5814.14932
-1.8 	 6.0 	 -5549.03654
-1.6 	 1.0 	 -9999.6702
-1.6 	 1.2 	 -9998.23804
-1.6 	 1.4 	 -9993.12318
-1.6 	 1.6 	 -9981.94372
-1.6 	 1.8 	 -9958.09056
-1.6 	 2.0 	 -9917.77114
-1.6 	 2.2 	 -9865.50562
-1.6 	 2.4 	 -9781.77508
-1.6 	 2.6 	 -9669.02742
-1.6 	 2.8 	 -9523.52462
-1.6 	 3.0 	 -9370.63672
-1.6 	 3.2 	 -9163.82382
-1.6 	 3.4 	 -8944.11926
-1.6 	 3.6 	 -8681.8123
-1.6 	 3.8 	 -8403.20376
-1.6 	 4.0 	 -8122.51488
-1.6 	 4.2 	 -7798.94924
-1.6 	 4.4 	 -7489.44724
-1.6 	 4.6 	 -7142.96796
-1.6 	 4.8 	 -6832.774
-1.6 	 5.0 	 -6513.4767
-1.6 	 5.2 	 -6211.59392
-1.6 	 5.4 	 -5950.05236
-1.6 	 5.6 	 -5635.80246
-1.6 	 5.8 	 -5384.9543
-1.6 	 6.0 	 -5143.09952
-1.4 	 1.0 	 -9999.66772
-1.4 	 1.2 	 -9997.55492
-1.4 	 1.4 	 -9990.67828
-1.4 	 1.6 	 -9974.53378
-1.4 	 1.8 	 -9946.43074
-1.4 	 2.0 	 -9898.61306
-1.4 	 2.2 	 -9829.08866
-1.4 	 2.4 	 -9722.63722
-1.4 	 2.6 	 -9589.7256
-1.4 	 2.8 	 -9435.64394
-1.4 	 3.0 	 -9239.06414
-1.4 	 3.2 	 -8995.95412
-1.4 	 3.4 	 -8724.46532
-1.4 	 3.6 	 -8429.65718
-1.4 	 3.8 	 -8107.72242
-1.4 	 4.0 	 -7756.49238
-1.4 	 4.2 	 -7419.4305
-1.4 	 4.4 	 -7065.52274
-1.4 	 4.6 	 -6729.82204
-1.4 	 4.8 	 -6378.41936
-1.4 	 5.0 	 -6037.80056
-1.4 	 5.2 	 -5746.43918
-1.4 	 5.4 	 -5434.76622
-1.4 	 5.6 	 -5140.98328
-1.4 	 5.8 	 -4894.15232
-1.4 	 6.0 	 -4636.67528
-1.2 	 1.0 	 -9999.54232
-1.2 	 1.2 	 -9996.17174
-1.2 	 1.4 	 -9987.59762
-1.2 	 1.6 	 -9967.48154
-1.2 	 1.8 	 -9930.9428
-1.2 	 2.0 	 -9871.34234
-1.2 	 2.2 	 -9787.81334
-1.2 	 2.4 	 -9666.10022
-1.2 	 2.6 	 -9511.32388
-1.2 	 2.8 	 -9298.68666
-1.2 	 3.0 	 -9067.13374
-1.2 	 3.2 	 -8794.82354
-1.2 	 3.4 	 -8450.47464
-1.2 	 3.6 	 -8118.15546
-1.2 	 3.8 	 -7735.95704
-1.2 	 4.0 	 -7345.0356
-1.2 	 4.2 	 -6930.07768
-1.2 	 4.4 	 -6559.52986
-1.2 	 4.6 	 -6199.49996
-1.2 	 4.8 	 -5814.86314
-1.2 	 5.0 	 -5489.10542
-1.2 	 5.2 	 -5137.77812
-1.2 	 5.4 	 -4896.86622
-1.2 	 5.6 	 -4598.35832
-1.2 	 5.8 	 -4319.15762
-1.2 	 6.0 	 -4100.91328
-1.0 	 1.0 	 -9998.93474
-1.0 	 1.2 	 -9995.5835
-1.0 	 1.4 	 -9983.5232
-1.0 	 1.6 	 -9959.50684
-1.0 	 1.8 	 -9909.726
-1.0 	 2.0 	 -9835.0033
-1.0 	 2.2 	 -9722.66364
-1.0 	 2.4 	 -9576.69892
